,start_district,finish_district,count,total_distance,total_duration,time
585,201,402,23.0,124518.0,33709.0,night
586,201,404,96.0,586581.0,172268.0,day
587,201,404,96.0,612788.0,178322.0,evening
588,201,404,24.0,151719.0,44397.0,morning
589,201,404,12.0,68586.0,20785.0,night
590,201,501,45.0,330737.0,94232.0,day
591,201,501,35.0,255568.0,73192.0,evening
592,201,501,18.0,148097.0,41360.0,morning
593,201,501,1.0,5930.0,1746.0,night
594,201,601,59.0,388717.0,105798.0,day
595,201,601,34.0,225207.0,60680.0,evening
596,201,601,19.0,125256.0,34435.0,morning
597,201,601,2.0,14267.0,3798.0,night
598,201,602,28.0,240816.0,65946.0,day
599,201,602,10.0,88142.0,23985.0,evening
600,201,602,17.0,144959.0,39578.0,morning
601,201,602,3.0,27846.0,7854.0,night
602,201,603,2.0,22001.0,6089.0,day
603,201,603,3.0,34086.0,9550.0,evening
604,201,701,1.0,11735.0,3029.0,day
605,201,701,1.0,12355.0,3478.0,evening
606,201,701,1.0,12872.0,3432.0,morning
607,202,000,4040.0,14161126.0,3702609.0,day
608,202,000,2701.0,9643545.0,2522168.0,evening
609,202,000,3482.0,12378630.0,3223771.0,morning
610,202,000,429.0,1685962.0,444084.0,night
611,202,101,767.0,4081762.0,1079526.0,day
612,202,101,302.0,1656758.0,437909.0,evening
613,202,101,778.0,4275930.0,1129299.0,morning
614,202,101,63.0,372414.0,97132.0,night
615,202,102,244.0,1563282.0,421712.0,day
616,202,102,184.0,1175503.0,317864.0,evening
617,202,102,349.0,2166041.0,575501.0,morning
618,202,102,21.0,131069.0,35361.0,night
619,202,103,2393.0,11659726.0,3184273.0,day
620,202,103,1363.0,6783765.0,1854851.0,evening
621,202,103,1729.0,9021788.0,2443036.0,morning
622,202,103,104.0,524745.0,143920.0,night
623,202,104,2369.0,8146859.0,2251683.0,day
624,202,104,1246.0,4213124.0,1160059.0,evening
625,202,104,1303.0,4542766.0,1255839.0,morning
626,202,104,77.0,263104.0,72824.0,night
627,202,105,857.0,3835061.0,1095607.0,day
628,202,105,650.0,3077519.0,872291.0,evening
629,202,105,215.0,1001696.0,284068.0,morning
630,202,105,61.0,308085.0,86237.0,night
631,202,201,5672.0,9653829.0,2690501.0,day
632,202,201,4010.0,7201417.0,2002225.0,evening
633,202,201,4236.0,7542894.0,2153733.0,morning
634,202,201,445.0,827035.0,233898.0,night
635,202,202,11867.0,14739416.0,4055448.0,day
636,202,202,11671.0,13887376.0,3875996.0,evening
637,202,202,4647.0,5686494.0,1536784.0,morning
638,202,202,1733.0,2300521.0,639244.0,night
639,202,203,2177.0,4681713.0,1358464.0,day
640,202,203,2014.0,4293314.0,1243701.0,evening
641,202,203,1389.0,2894159.0,832524.0,morning
642,202,203,377.0,786559.0,226989.0,night
643,202,204,1589.0,3873340.0,1104260.0,day
644,202,204,1440.0,3498000.0,997219.0,evening
645,202,204,1623.0,3428908.0,991530.0,morning
646,202,204,309.0,839006.0,237631.0,night
647,202,301,235.0,1321761.0,375327.0,day
648,202,301,179.0,1001179.0,285088.0,evening
649,202,301,330.0,1876913.0,531474.0,morning
650,202,301,23.0,131782.0,37634.0,night
651,202,302,471.0,2321311.0,674226.0,day
652,202,302,301.0,1464170.0,427566.0,evening
653,202,302,201.0,1000307.0,290737.0,morning
654,202,302,33.0,165732.0,48179.0,night
655,202,303,347.0,1720859.0,507950.0,day
656,202,303,238.0,1256548.0,367940.0,evening
657,202,303,564.0,2848740.0,837818.0,morning
658,202,303,19.0,104246.0,30549.0,night
659,202,304,442.0,1706591.0,520902.0,day
660,202,304,287.0,1129293.0,343241.0,evening
661,202,304,740.0,2873713.0,882220.0,morning
662,202,304,49.0,191310.0,57646.0,night
663,202,305,131.0,706858.0,212041.0,day
664,202,305,140.0,778312.0,231448.0,evening
665,202,305,172.0,941242.0,285616.0,morning
666,202,305,14.0,85929.0,25135.0,night
667,202,401,39.0,204759.0,59344.0,day
668,202,401,19.0,101816.0,29208.0,evening
669,202,401,9.0,45111.0,13029.0,morning
670,202,401,3.0,16229.0,4652.0,night
671,202,402,20.0,129085.0,35081.0,day
672,202,402,13.0,78469.0,21526.0,evening
673,202,402,6.0,34885.0,9721.0,morning
674,202,404,33.0,237852.0,70821.0,day
675,202,404,13.0,86738.0,26066.0,evening
676,202,404,17.0,114882.0,34663.0,morning
677,202,404,6.0,39043.0,11899.0,night
678,202,501,12.0,102702.0,29157.0,day
679,202,501,2.0,17382.0,4910.0,evening
680,202,501,4.0,37913.0,10654.0,morning
681,202,601,6.0,52090.0,14517.0,day
682,202,601,4.0,32903.0,9226.0,evening
683,202,601,1.0,7850.0,2170.0,night
684,202,602,8.0,90824.0,24846.0,day
685,202,602,3.0,30584.0,8388.0,evening
686,202,602,1.0,9733.0,2672.0,morning
687,202,602,1.0,11412.0,3296.0,night
688,202,603,1.0,13421.0,3692.0,day
689,202,701,1.0,13091.0,3679.0,day
690,202,701,1.0,13091.0,3679.0,evening
691,203,000,838.0,4161992.0,1071962.0,day
692,203,000,645.0,3238770.0,839560.0,evening
693,203,000,686.0,4176000.0,1060083.0,morning
694,203,000,83.0,416406.0,110057.0,night
695,203,101,651.0,4027620.0,1028659.0,day
696,203,101,213.0,1354279.0,347161.0,evening
697,203,101,430.0,2746475.0,702238.0,morning
698,203,101,16.0,100220.0,25567.0,night
699,203,102,58.0,422993.0,111143.0,day
700,203,102,56.0,424548.0,114409.0,evening
701,203,102,91.0,662696.0,171344.0,morning
702,203,102,13.0,96978.0,25190.0,night
703,203,103,695.0,4065029.0,1079091.0,day
704,203,103,376.0,2183515.0,584287.0,evening
705,203,103,788.0,4772990.0,1269740.0,morning
706,203,103,41.0,254034.0,67822.0,night
707,203,104,1187.0,5396825.0,1442350.0,day
708,203,104,705.0,3141524.0,838397.0,evening
709,203,104,762.0,3365713.0,900005.0,morning
710,203,104,77.0,350669.0,93146.0,night
711,203,105,33.0,255099.0,68601.0,day
712,203,105,34.0,263073.0,69685.0,evening
713,203,105,13.0,109418.0,29009.0,morning
714,203,105,2.0,18176.0,4709.0,night
715,203,201,2798.0,6796220.0,1821889.0,day
716,203,201,2070.0,4713012.0,1266465.0,evening
717,203,201,2874.0,7112415.0,1934142.0,morning
718,203,201,188.0,418869.0,114786.0,night
719,203,202,2726.0,5795318.0,1514437.0,day
720,203,202,2048.0,4192450.0,1096964.0,evening
721,203,202,1253.0,2811263.0,728270.0,morning
722,203,202,319.0,637908.0,167112.0,night
723,203,203,7935.0,8620655.0,2583155.0,day
724,203,203,6546.0,7140620.0,2144632.0,evening
725,203,203,4499.0,4733187.0,1435133.0,morning
726,203,203,963.0,1181798.0,352292.0,night
727,203,204,1957.0,3874909.0,1125685.0,day
728,203,204,1562.0,3154965.0,914823.0,evening
729,203,204,2283.0,4023037.0,1165471.0,morning
730,203,204,222.0,439324.0,127238.0,night
731,203,301,217.0,1399787.0,386227.0,day
732,203,301,154.0,968540.0,266849.0,evening
733,203,301,350.0,2227882.0,615098.0,morning
734,203,301,11.0,69627.0,19144.0,night
735,203,302,296.0,1578587.0,440350.0,day
736,203,302,262.0,1422800.0,397671.0,evening
737,203,302,184.0,985374.0,273616.0,morning
738,203,302,35.0,189618.0,53671.0,night
739,203,303,391.0,1956058.0,564062.0,day
740,203,303,345.0,1726941.0,500793.0,evening
741,203,303,383.0,1949582.0,559163.0,morning
742,203,303,40.0,209745.0,59713.0,night
743,203,304,654.0,2318153.0,699569.0,day
744,203,304,394.0,1393082.0,412772.0,evening
745,203,304,996.0,3346830.0,1008823.0,morning
746,203,304,63.0,223892.0,67873.0,night
747,203,305,528.0,2371652.0,698987.0,day
748,203,305,322.0,1470158.0,434176.0,evening
749,203,305,221.0,971678.0,290977.0,morning
750,203,305,88.0,426623.0,125018.0,night
751,203,401,317.0,891570.0,252560.0,day
752,203,401,274.0,746828.0,212626.0,evening
753,203,401,120.0,346242.0,99716.0,morning
754,203,401,51.0,150766.0,43580.0,night
755,203,402,162.0,519219.0,142588.0,day
756,203,402,99.0,313066.0,86804.0,evening
757,203,402,40.0,111605.0,29949.0,morning
758,203,402,26.0,87993.0,24064.0,night
759,203,404,240.0,1187357.0,347700.0,day
760,203,404,151.0,695130.0,209019.0,evening
761,203,404,76.0,384021.0,111331.0,morning
762,203,404,34.0,159429.0,48197.0,night
763,203,501,35.0,280971.0,80719.0,day
764,203,501,54.0,409315.0,116563.0,evening
765,203,501,16.0,124467.0,35713.0,morning
766,203,501,2.0,18421.0,5175.0,night
767,203,601,15.0,128475.0,34846.0,day
768,203,601,4.0,34144.0,9231.0,evening
769,203,601,20.0,165654.0,45401.0,morning
770,203,601,1.0,7932.0,2211.0,night
771,203,602,3.0,35738.0,9573.0,day
772,203,602,1.0,11650.0,3262.0,evening
773,203,603,1.0,13393.0,3744.0,morning
774,203,701,1.0,12176.0,3458.0,day
775,203,702,1.0,13445.0,3872.0,evening
776,203,702,1.0,12049.0,3366.0,night
777,204,000,2250.0,7695028.0,1968434.0,day
778,204,000,1137.0,3487011.0,897589.0,evening
779,204,000,766.0,2735238.0,688441.0,morning
780,204,000,181.0,544226.0,142487.0,night
781,204,101,130.0,975387.0,250389.0,day
782,204,101,24.0,178050.0,46390.0,evening
783,204,101,57.0,433837.0,111185.0,morning
784,204,101,3.0,21764.0,5732.0,night
785,204,102,14.0,117128.0,30815.0,day
786,204,102,11.0,101621.0,27049.0,evening
787,204,102,11.0,100824.0,25696.0,morning
788,204,102,1.0,9673.0,2475.0,night
789,204,103,254.0,1671394.0,437004.0,day
790,204,103,84.0,579471.0,153472.0,evening
791,204,103,129.0,873511.0,226184.0,morning
792,204,103,3.0,24758.0,6323.0,night
793,204,104,569.0,3101783.0,824902.0,day
794,204,104,141.0,800242.0,210483.0,evening
795,204,104,211.0,1194655.0,314212.0,morning
796,204,104,14.0,84120.0,22424.0,night
797,204,105,39.0,328113.0,86965.0,day
798,204,105,5.0,48241.0,12633.0,evening
799,204,105,2.0,15986.0,4138.0,morning
800,204,105,1.0,9710.0,2534.0,night
801,204,201,1684.0,5407596.0,1424343.0,day
802,204,201,891.0,3038232.0,789405.0,evening
803,204,201,758.0,2832413.0,729563.0,morning
804,204,201,52.0,188259.0,48349.0,night
805,204,202,2383.0,5817032.0,1470440.0,day
806,204,202,1454.0,3462617.0,872145.0,evening
807,204,202,601.0,1548158.0,388180.0,morning
808,204,202,188.0,447790.0,112795.0,night
809,204,203,2736.0,4999904.0,1449023.0,day
810,204,203,1472.0,2868825.0,823769.0,evening
811,204,203,893.0,1786369.0,516406.0,morning
812,204,203,173.0,359163.0,101039.0,night
813,204,204,3193.0,3244722.0,916522.0,day
814,204,204,2132.0,2082853.0,593978.0,evening
815,204,204,2027.0,2105104.0,570575.0,morning
816,204,204,203.0,184561.0,52191.0,night
817,204,301,91.0,676443.0,185256.0,day
818,204,301,25.0,193566.0,52587.0,evening
819,204,301,23.0,181217.0,48972.0,morning
820,204,302,113.0,712359.0,198852.0,day
821,204,302,100.0,666382.0,184150.0,evening
822,204,302,14.0,93273.0,25457.0,morning
823,204,303,261.0,1635731.0,459788.0,day
824,204,303,111.0,729990.0,203956.0,evening
825,204,303,140.0,925713.0,257604.0,morning
826,204,303,13.0,84911.0,23685.0,night
827,204,304,430.0,1876984.0,554448.0,day
828,204,304,136.0,627468.0,179772.0,evening
829,204,304,256.0,1197408.0,347114.0,morning
830,204,304,10.0,51442.0,14537.0,night
831,204,305,222.0,1317074.0,384274.0,day
832,204,305,84.0,501858.0,145826.0,evening
833,204,305,98.0,665309.0,194461.0,morning
834,204,305,6.0,32539.0,9578.0,night
835,204,401,146.0,652276.0,181118.0,day
836,204,401,54.0,240174.0,66093.0,evening
837,204,401,6.0,28457.0,7873.0,morning
838,204,401,13.0,59883.0,16416.0,night
839,204,402,25.0,129097.0,34896.0,day
840,204,402,5.0,25302.0,7045.0,evening
841,204,402,4.0,21163.0,5796.0,morning
842,204,402,2.0,11070.0,2984.0,night
843,204,404,180.0,1113363.0,333471.0,day
844,204,404,49.0,299079.0,85918.0,evening
845,204,404,11.0,66717.0,19293.0,morning
846,204,404,5.0,32150.0,9298.0,night
847,204,501,6.0,55612.0,15639.0,day
848,204,501,3.0,28277.0,8124.0,evening
849,204,501,1.0,10600.0,2916.0,morning
850,204,501,2.0,22328.0,6098.0,night
851,204,602,2.0,22758.0,6136.0,evening
852,204,701,20.0,301360.0,82603.0,day
853,204,701,1.0,15141.0,4175.0,evening
854,204,701,1.0,15036.0,4108.0,morning
855,301,000,42.0,421740.0,112051.0,day
856,301,000,27.0,270130.0,72078.0,evening
857,301,000,63.0,559378.0,145808.0,morning
858,301,000,21.0,219902.0,58174.0,night
859,301,101,30538.0,56189527.0,15598873.0,day
860,301,101,14360.0,26841053.0,7269581.0,evening
861,301,101,21183.0,39004977.0,10910871.0,morning
862,301,101,2848.0,5448654.0,1487018.0,night
863,301,102,7884.0,23602411.0,6561914.0,day
864,301,102,5113.0,16218965.0,4537459.0,evening
865,301,102,7119.0,19752872.0,5509027.0,morning
866,301,102,1390.0,4406248.0,1260870.0,night
867,301,103,9574.0,29216283.0,8572884.0,day
868,301,103,7464.0,23314755.0,6823204.0,evening
869,301,103,8667.0,25957613.0,7661999.0,morning
870,301,103,2311.0,7189988.0,2126164.0,night
871,301,104,5874.0,14687469.0,4376187.0,day
872,301,104,4431.0,11053903.0,3262252.0,evening
873,301,104,2987.0,7350433.0,2207655.0,morning
874,301,104,1360.0,3438047.0,1004836.0,night
875,301,105,446.0,2597533.0,720959.0,day
876,301,105,391.0,2293382.0,629741.0,evening
877,301,105,331.0,2002721.0,546245.0,morning
878,301,105,212.0,1233386.0,339174.0,night
879,301,201,1787.0,7355200.0,2110098.0,day
880,301,201,1406.0,5790412.0,1648907.0,evening
881,301,201,1670.0,6514147.0,1901353.0,morning
882,301,201,514.0,2150396.0,611351.0,night
883,301,202,372.0,2084229.0,572519.0,day
884,301,202,360.0,1999797.0,550306.0,evening
885,301,202,113.0,662778.0,179889.0,morning
886,301,202,137.0,787461.0,215364.0,night
887,301,203,334.0,2124486.0,598103.0,day
888,301,203,306.0,1895424.0,533751.0,evening
889,301,203,79.0,499918.0,139848.0,morning
890,301,203,76.0,487900.0,137265.0,night
891,301,204,31.0,239784.0,66472.0,day
892,301,204,44.0,340553.0,94223.0,evening
893,301,204,89.0,633254.0,177323.0,morning
894,301,204,8.0,65266.0,17909.0,night
895,301,301,32326.0,35348697.0,9462411.0,day
896,301,301,26020.0,28643221.0,7715181.0,evening
897,301,301,15747.0,17168933.0,4561504.0,morning
898,301,301,3769.0,4006871.0,1087927.0,night
899,301,302,4857.0,6691281.0,2261090.0,day
900,301,302,5255.0,7175718.0,2420652.0,evening
901,301,302,1401.0,2076021.0,695484.0,morning
902,301,302,1123.0,1409629.0,477153.0,night
903,301,303,10502.0,18652116.0,5631414.0,day
904,301,303,9473.0,16709636.0,5112275.0,evening
905,301,303,4566.0,8380073.0,2514756.0,morning
906,301,303,1607.0,2899222.0,898375.0,night
907,301,304,2109.0,6426886.0,2000574.0,day
908,301,304,1270.0,3882768.0,1207451.0,evening
909,301,304,1780.0,5721209.0,1810592.0,morning
910,301,304,327.0,1032142.0,326007.0,night
911,301,305,8578.0,25789934.0,6785115.0,day
912,301,305,6752.0,20941713.0,5544424.0,evening
913,301,305,2521.0,7604938.0,2010045.0,morning
914,301,305,1094.0,3689536.0,1000664.0,night
915,301,401,48.0,309815.0,90913.0,day
916,301,401,36.0,236998.0,69271.0,evening
917,301,401,9.0,60559.0,17660.0,morning
918,301,401,10.0,65852.0,19364.0,night
919,301,402,10.0,77455.0,22627.0,day
920,301,402,8.0,61728.0,18011.0,evening
921,301,402,2.0,16169.0,4762.0,night
922,301,404,259.0,1518715.0,429642.0,day
923,301,404,238.0,1425720.0,407909.0,evening
924,301,404,38.0,240814.0,68146.0,morning
925,301,404,44.0,261158.0,74261.0,night
926,301,501,674.0,3862371.0,1010256.0,day
927,301,501,512.0,2939753.0,775446.0,evening
928,301,501,175.0,1079871.0,282893.0,morning
929,301,501,85.0,517075.0,137223.0,night
930,301,601,2852.0,6098193.0,1751667.0,day
931,301,601,2180.0,4811973.0,1382744.0,evening
932,301,601,630.0,1463422.0,413309.0,morning
933,301,601,441.0,1154256.0,323674.0,night
934,301,602,2220.0,9905448.0,2675653.0,day
935,301,602,1829.0,8255412.0,2228164.0,evening
936,301,602,567.0,2667107.0,715998.0,morning
937,301,602,511.0,2425512.0,655299.0,night
938,301,603,170.0,1112905.0,308705.0,day
939,301,603,113.0,742815.0,206978.0,evening
940,301,603,47.0,298516.0,82971.0,morning
941,301,603,54.0,385832.0,107315.0,night
942,301,701,102.0,795128.0,205605.0,day
943,301,701,55.0,426058.0,110439.0,evening
944,301,701,85.0,606000.0,157046.0,morning
945,301,701,25.0,214065.0,55409.0,night
946,301,702,24.0,209141.0,56679.0,day
947,301,702,8.0,72271.0,19551.0,evening
948,301,702,3.0,26719.0,7219.0,morning
949,301,702,13.0,113601.0,30598.0,night
950,302,000,39.0,315344.0,80444.0,day
951,302,000,52.0,452671.0,115298.0,evening
952,302,000,33.0,273267.0,69697.0,morning
953,302,000,10.0,91366.0,23349.0,night
954,302,101,5750.0,14671600.0,3988238.0,day
955,302,101,3021.0,7617205.0,2061469.0,evening
956,302,101,3123.0,8125035.0,2206257.0,morning
957,302,101,551.0,1434107.0,380113.0,night
958,302,102,1133.0,4108953.0,1144620.0,day
959,302,102,1111.0,4111032.0,1146534.0,evening
960,302,102,948.0,3331497.0,932870.0,morning
961,302,102,199.0,739449.0,205428.0,night
962,302,103,5859.0,17628169.0,4735521.0,day
963,302,103,5031.0,15229859.0,4109470.0,evening
964,302,103,3743.0,11769009.0,3175588.0,morning
965,302,103,1131.0,3499291.0,941658.0,night
966,302,104,6713.0,12412941.0,3320318.0,day
967,302,104,6096.0,11578735.0,3052061.0,evening
968,302,104,3036.0,5532697.0,1494641.0,morning
969,302,104,1472.0,2861668.0,746330.0,night
970,302,105,194.0,1185764.0,310690.0,day
971,302,105,227.0,1338377.0,350287.0,evening
972,302,105,57.0,350861.0,92737.0,morning
973,302,105,87.0,533520.0,138306.0,night
974,302,201,1963.0,6489395.0,1737412.0,day
975,302,201,1750.0,5684427.0,1520446.0,evening
976,302,201,1305.0,3846759.0,1052692.0,morning
977,302,201,516.0,1765974.0,469986.0,night
978,302,202,440.0,2123377.0,548875.0,day
979,302,202,453.0,2176366.0,564821.0,evening
980,302,202,149.0,727327.0,187315.0,morning
981,302,202,103.0,504414.0,130458.0,night
982,302,203,293.0,1581899.0,425225.0,day
983,302,203,323.0,1758812.0,472241.0,evening
984,302,203,74.0,396072.0,107078.0,morning
985,302,203,96.0,549920.0,148544.0,night
986,302,204,61.0,410342.0,110161.0,day
987,302,204,62.0,413923.0,111623.0,evening
988,302,204,58.0,351655.0,95658.0,morning
989,302,204,17.0,117788.0,31614.0,night
990,302,301,6166.0,8859262.0,2345318.0,day
991,302,301,5939.0,8586303.0,2268435.0,evening
992,302,301,2951.0,4380642.0,1152153.0,morning
993,302,301,839.0,1151532.0,304059.0,night
994,302,302,6608.0,4931669.0,1474771.0,day
995,302,302,7642.0,5625292.0,1687320.0,evening
996,302,302,2637.0,2055713.0,612409.0,morning
997,302,302,1253.0,902362.0,273307.0,night
998,302,303,6763.0,7532540.0,2237406.0,day
999,302,303,8317.0,9282462.0,2765664.0,evening
1000,302,303,4083.0,4561690.0,1294414.0,morning
1001,302,303,1452.0,1636778.0,480265.0,night
1002,302,304,1940.0,3834012.0,1171360.0,day
1003,302,304,1855.0,3626370.0,1105303.0,evening
1004,302,304,1672.0,3372238.0,1040791.0,morning
1005,302,304,311.0,668297.0,201895.0,night
1006,302,305,3022.0,8471883.0,2328383.0,day
1007,302,305,3239.0,9041890.0,2484074.0,evening
1008,302,305,901.0,2469000.0,683298.0,morning
1009,302,305,679.0,1891896.0,520862.0,night
1010,302,401,45.0,256753.0,72711.0,day
1011,302,401,55.0,322671.0,91722.0,evening
1012,302,401,13.0,72471.0,20569.0,morning
1013,302,401,7.0,39969.0,11259.0,night
1014,302,402,11.0,74855.0,21379.0,day
1015,302,402,9.0,60789.0,17363.0,evening
1016,302,402,9.0,61041.0,17370.0,night
1017,302,404,123.0,691306.0,190024.0,day
1018,302,404,138.0,754511.0,206684.0,evening
1019,302,404,58.0,328579.0,93673.0,morning
1020,302,404,24.0,124855.0,34370.0,night
1021,302,501,198.0,1140623.0,315609.0,day
1022,302,501,179.0,1044103.0,288034.0,evening
1023,302,501,44.0,265253.0,72126.0,morning
1024,302,501,30.0,186880.0,51313.0,night
1025,302,601,304.0,988367.0,265230.0,day
1026,302,601,285.0,928208.0,248171.0,evening
1027,302,601,51.0,166153.0,44227.0,morning
1028,302,601,65.0,211268.0,55908.0,night
1029,302,602,257.0,1355014.0,359838.0,day
1030,302,602,269.0,1457764.0,388756.0,evening
1031,302,602,73.0,389368.0,103741.0,morning
1032,302,602,92.0,469179.0,125227.0,night
1033,302,603,8.0,59633.0,16234.0,day
1034,302,603,16.0,120416.0,32982.0,evening
1035,302,603,2.0,16432.0,4621.0,morning
1036,302,603,5.0,37076.0,10380.0,night
1037,302,701,17.0,139208.0,35932.0,day
1038,302,701,14.0,117630.0,30207.0,evening
1039,302,701,6.0,48423.0,12548.0,morning
1040,302,701,6.0,48273.0,12517.0,night
1041,302,702,2.0,19418.0,5156.0,day
1042,302,702,2.0,19146.0,5047.0,evening
1043,303,000,128.0,1110373.0,284096.0,day
1044,303,000,103.0,947303.0,246358.0,evening
1045,303,000,108.0,886500.0,225583.0,morning
1046,303,000,24.0,215011.0,56388.0,night
1047,303,101,5909.0,19457030.0,5208638.0,day
1048,303,101,2122.0,7048437.0,1867696.0,evening
1049,303,101,5272.0,17417445.0,4663444.0,morning
1050,303,101,389.0,1271143.0,336252.0,night
1051,303,102,1331.0,5653395.0,1546714.0,day
1052,303,102,698.0,3112006.0,857289.0,evening
1053,303,102,1671.0,6730832.0,1844475.0,morning
1054,303,102,110.0,503019.0,137838.0,night
1055,303,103,4668.0,17352953.0,4751699.0,day
1056,303,103,2488.0,9448998.0,2603665.0,evening
1057,303,103,4315.0,16919749.0,4664369.0,morning
1058,303,103,473.0,1855443.0,511274.0,night
1059,303,104,4247.0,9637894.0,2632350.0,day
1060,303,104,2651.0,6069549.0,1648943.0,evening
1061,303,104,2458.0,5584552.0,1546425.0,morning
1062,303,104,549.0,1337693.0,365064.0,night
1063,303,105,208.0,1372998.0,360218.0,day
1064,303,105,155.0,1010274.0,267813.0,evening
1065,303,105,67.0,501930.0,135389.0,morning
1066,303,105,45.0,291412.0,77427.0,night
1067,303,201,2069.0,6752428.0,1851765.0,day
1068,303,201,1517.0,4911430.0,1348446.0,evening
1069,303,201,2226.0,6951905.0,1959858.0,morning
1070,303,201,377.0,1295508.0,358960.0,night
1071,303,202,547.0,2784296.0,731004.0,day
1072,303,202,312.0,1573800.0,410790.0,evening
1073,303,202,263.0,1300607.0,343797.0,morning
1074,303,202,85.0,452024.0,119318.0,night
1075,303,203,578.0,2932696.0,826678.0,day
1076,303,203,451.0,2201254.0,625347.0,evening
1077,303,203,155.0,774880.0,218394.0,morning
1078,303,203,111.0,560374.0,157922.0,night
1079,303,204,127.0,794654.0,223845.0,day
1080,303,204,75.0,500807.0,140515.0,evening
1081,303,204,247.0,1558395.0,452247.0,morning
1082,303,204,23.0,157645.0,43787.0,night
1083,303,301,12438.0,21629775.0,5547688.0,day
1084,303,301,7915.0,14005753.0,3623513.0,evening
1085,303,301,9208.0,15619798.0,3942887.0,morning
1086,303,301,1022.0,1818060.0,472369.0,night
1087,303,302,8089.0,9114257.0,2705234.0,day
1088,303,302,6660.0,7356563.0,2215071.0,evening
1089,303,302,5325.0,5631905.0,1697217.0,morning
1090,303,302,1017.0,1091616.0,329076.0,night
1091,303,303,10710.0,9387648.0,2698286.0,day
1092,303,303,9791.0,8228338.0,2378882.0,evening
1093,303,303,8468.0,7806656.0,2176144.0,morning
1094,303,303,2070.0,1788947.0,515034.0,night
1095,303,304,6523.0,10417959.0,3323823.0,day
1096,303,304,3278.0,4968509.0,1590821.0,evening
1097,303,304,5910.0,10237069.0,3297084.0,morning
1098,303,304,668.0,1043114.0,338698.0,night
1099,303,305,7187.0,14475941.0,3952291.0,day
1100,303,305,6252.0,12668675.0,3457449.0,evening
1101,303,305,3130.0,6378439.0,1786427.0,morning
1102,303,305,1785.0,3843735.0,1041737.0,night
1103,303,401,113.0,557600.0,164197.0,day
1104,303,401,123.0,600986.0,176686.0,evening
1105,303,401,46.0,232925.0,67272.0,morning
1106,303,401,25.0,122625.0,35551.0,night
1107,303,402,58.0,345411.0,100910.0,day
1108,303,402,20.0,122867.0,35732.0,evening
1109,303,402,4.0,23125.0,7001.0,morning
1110,303,402,8.0,46690.0,13734.0,night
1111,303,404,555.0,2620519.0,725811.0,day
1112,303,404,420.0,1996459.0,552704.0,evening
1113,303,404,92.0,451266.0,125565.0,morning
1114,303,404,95.0,459161.0,126379.0,night
1115,303,501,627.0,2970889.0,810866.0,day
1116,303,501,496.0,2355264.0,645030.0,evening
1117,303,501,352.0,1750100.0,474153.0,morning
1118,303,501,112.0,574938.0,156997.0,night
1119,303,601,562.0,1870665.0,491690.0,day
1120,303,601,424.0,1447494.0,383152.0,evening
1121,303,601,192.0,664618.0,175913.0,morning
1122,303,601,94.0,318065.0,83913.0,night
1123,303,602,632.0,3383030.0,891931.0,day
1124,303,602,333.0,1808675.0,481645.0,evening
1125,303,602,185.0,980028.0,261273.0,morning
1126,303,602,89.0,475212.0,127082.0,night
1127,303,603,42.0,316027.0,86386.0,day
1128,303,603,52.0,397756.0,107378.0,evening
1129,303,603,9.0,67868.0,18471.0,morning
1130,303,603,11.0,82383.0,22648.0,night
1131,303,701,31.0,279524.0,71604.0,day
1132,303,701,21.0,180527.0,46191.0,evening
1133,303,701,15.0,121748.0,31306.0,morning
1134,303,701,7.0,66778.0,17142.0,night
1135,303,702,8.0,76524.0,20564.0,day
1136,303,702,2.0,17494.0,4758.0,evening
1137,303,702,1.0,9547.0,2606.0,morning
1138,303,702,4.0,36812.0,9865.0,night
1139,304,000,302.0,2281640.0,593367.0,day
1140,304,000,159.0,1182868.0,311327.0,evening
1141,304,000,169.0,1268489.0,326828.0,morning
1142,304,000,22.0,162828.0,42990.0,night
1143,304,101,3139.0,12557826.0,3198816.0,day
1144,304,101,821.0,3338668.0,847137.0,evening
1145,304,101,2119.0,8362960.0,2121875.0,morning
1146,304,101,53.0,220508.0,54846.0,night
1147,304,102,482.0,2501090.0,653431.0,day
1148,304,102,236.0,1234119.0,321665.0,evening
1149,304,102,377.0,1935418.0,496342.0,morning
1150,304,102,26.0,144742.0,37372.0,night
1151,304,103,2852.0,11490183.0,3008856.0,day
1152,304,103,1228.0,5134563.0,1356419.0,evening
1153,304,103,1750.0,7382930.0,1930227.0,morning
1154,304,103,78.0,327815.0,87200.0,night
1155,304,104,3569.0,7879165.0,2101533.0,day
1156,304,104,1706.0,3771974.0,990738.0,evening
1157,304,104,1812.0,3817240.0,1034211.0,morning
1158,304,104,141.0,299459.0,77526.0,night
1159,304,105,54.0,370461.0,96905.0,day
1160,304,105,51.0,354679.0,92860.0,evening
1161,304,105,28.0,180160.0,46778.0,morning
1162,304,105,12.0,82874.0,21491.0,night
1163,304,201,3495.0,7692171.0,2166769.0,day
1164,304,201,1939.0,4195156.0,1188678.0,evening
1165,304,201,3598.0,8160609.0,2373318.0,morning
1166,304,201,284.0,577768.0,163602.0,night
1167,304,202,981.0,3711923.0,1012154.0,day
1168,304,202,510.0,1952248.0,531773.0,evening
1169,304,202,290.0,1081771.0,290771.0,morning
1170,304,202,61.0,232337.0,62058.0,night
