,start_district,finish_district,count,total_distance,total_duration,day
2073,304,305,1285.0,2769845.0,778735.0,0.0
2074,304,305,2379.0,5188671.0,1471030.0,1.0
2075,304,305,2512.0,5485778.0,1557538.0,2.0
2076,304,305,2679.0,5833973.0,1659782.0,3.0
2077,304,305,2504.0,5456326.0,1557622.0,4.0
2078,304,305,2130.0,4589782.0,1304103.0,5.0
2079,304,305,1164.0,2517344.0,709269.0,6.0
2080,304,401,85.0,326698.0,98710.0,0.0
2081,304,401,84.0,326933.0,98525.0,1.0
2082,304,401,76.0,296894.0,89171.0,2.0
2083,304,401,95.0,370163.0,111942.0,3.0
2084,304,401,60.0,233090.0,70773.0,4.0
2085,304,401,67.0,261477.0,78881.0,5.0
2086,304,401,76.0,293813.0,89973.0,6.0
2087,304,402,21.0,103019.0,30844.0,0.0
2088,304,402,29.0,143576.0,42836.0,1.0
2089,304,402,22.0,109432.0,33033.0,2.0
2090,304,402,22.0,108602.0,32758.0,3.0
2091,304,402,15.0,74751.0,22676.0,4.0
2092,304,402,19.0,94296.0,27488.0,5.0
2093,304,402,13.0,63779.0,19149.0,6.0
2094,304,404,104.0,459904.0,129117.0,0.0
2095,304,404,169.0,744090.0,208224.0,1.0
2096,304,404,218.0,979614.0,274971.0,2.0
2097,304,404,183.0,830352.0,231915.0,3.0
2098,304,404,158.0,699507.0,195267.0,4.0
2099,304,404,151.0,667490.0,187444.0,5.0
2100,304,404,96.0,433310.0,121078.0,6.0
2101,304,501,57.0,277093.0,75651.0,0.0
2102,304,501,144.0,773280.0,208099.0,1.0
2103,304,501,149.0,816174.0,220128.0,2.0
2104,304,501,135.0,725689.0,195612.0,3.0
2105,304,501,126.0,663594.0,179520.0,4.0
2106,304,501,94.0,507261.0,136761.0,5.0
2107,304,501,46.0,261750.0,71001.0,6.0
2108,304,601,20.0,96187.0,25806.0,0.0
2109,304,601,43.0,213825.0,57430.0,1.0
2110,304,601,43.0,207906.0,55778.0,2.0
2111,304,601,42.0,204961.0,54821.0,3.0
2112,304,601,33.0,162682.0,43574.0,4.0
2113,304,601,42.0,204588.0,54797.0,5.0
2114,304,601,21.0,99492.0,26808.0,6.0
2115,304,602,28.0,191873.0,51717.0,0.0
2116,304,602,36.0,247659.0,66817.0,1.0
2117,304,602,64.0,425796.0,113650.0,2.0
2118,304,602,42.0,282521.0,75403.0,3.0
2119,304,602,39.0,252216.0,67050.0,4.0
2120,304,602,30.0,203574.0,54349.0,5.0
2121,304,602,24.0,158067.0,42519.0,6.0
2122,304,603,1.0,8772.0,2363.0,1.0
2123,304,603,1.0,8291.0,2185.0,2.0
2124,304,603,1.0,10311.0,2877.0,3.0
2125,304,603,1.0,8930.0,2382.0,4.0
2126,304,603,1.0,8479.0,2336.0,5.0
2127,304,603,2.0,18093.0,4924.0,6.0
2128,304,701,2.0,20988.0,5427.0,0.0
2129,304,701,1.0,10857.0,2831.0,1.0
2130,304,701,1.0,10423.0,2749.0,2.0
2131,304,701,4.0,41758.0,10866.0,3.0
2132,304,701,5.0,55622.0,14417.0,4.0
2133,304,701,4.0,45072.0,11722.0,5.0
2134,304,702,1.0,9764.0,2655.0,0.0
2135,304,702,1.0,10114.0,2817.0,1.0
2136,304,702,1.0,10724.0,2979.0,4.0
2137,305,000,10.0,101757.0,27466.0,0.0
2138,305,000,14.0,127538.0,34640.0,1.0
2139,305,000,17.0,159401.0,42886.0,2.0
2140,305,000,17.0,150270.0,40716.0,3.0
2141,305,000,18.0,163639.0,44885.0,4.0
2142,305,000,9.0,82011.0,21877.0,5.0
2143,305,000,5.0,47858.0,13161.0,6.0
2144,305,101,496.0,2541411.0,667082.0,0.0
2145,305,101,990.0,5120148.0,1348760.0,1.0
2146,305,101,1123.0,5777509.0,1526035.0,2.0
2147,305,101,1135.0,5847038.0,1539193.0,3.0
2148,305,101,1086.0,5622086.0,1484756.0,4.0
2149,305,101,946.0,4893419.0,1291719.0,5.0
2150,305,101,674.0,3482098.0,913456.0,6.0
2151,305,102,88.0,548462.0,145077.0,0.0
2152,305,102,203.0,1228021.0,319436.0,1.0
2153,305,102,200.0,1215594.0,318265.0,2.0
2154,305,102,219.0,1330300.0,347793.0,3.0
2155,305,102,215.0,1293967.0,336168.0,4.0
2156,305,102,161.0,968648.0,250983.0,5.0
2157,305,102,116.0,708302.0,184953.0,6.0
2158,305,103,336.0,1846739.0,516185.0,0.0
2159,305,103,618.0,3374430.0,945721.0,1.0
2160,305,103,601.0,3296939.0,924689.0,2.0
2161,305,103,661.0,3644155.0,1020143.0,3.0
2162,305,103,633.0,3495367.0,977473.0,4.0
2163,305,103,488.0,2697762.0,753754.0,5.0
2164,305,103,384.0,2082450.0,581339.0,6.0
2165,305,104,323.0,1343767.0,382319.0,0.0
2166,305,104,405.0,1673221.0,473104.0,1.0
2167,305,104,467.0,1935529.0,549095.0,2.0
2168,305,104,469.0,1946536.0,549468.0,3.0
2169,305,104,459.0,1882628.0,532592.0,4.0
2170,305,104,393.0,1644803.0,464266.0,5.0
2171,305,104,365.0,1499393.0,424847.0,6.0
2172,305,105,4.0,34570.0,9310.0,0.0
2173,305,105,2.0,16689.0,4599.0,1.0
2174,305,105,3.0,26704.0,7305.0,2.0
2175,305,105,5.0,39850.0,10787.0,3.0
2176,305,105,6.0,53055.0,14119.0,4.0
2177,305,105,2.0,16790.0,4639.0,5.0
2178,305,105,4.0,34885.0,9482.0,6.0
2179,305,201,207.0,943531.0,271534.0,0.0
2180,305,201,413.0,1851996.0,539117.0,1.0
2181,305,201,490.0,2181047.0,632466.0,2.0
2182,305,201,472.0,2119142.0,614605.0,3.0
2183,305,201,437.0,1925866.0,560504.0,4.0
2184,305,201,377.0,1679872.0,487886.0,5.0
2185,305,201,203.0,905469.0,260558.0,6.0
2186,305,202,58.0,293425.0,84380.0,0.0
2187,305,202,70.0,379483.0,108929.0,1.0
2188,305,202,107.0,582441.0,166591.0,2.0
2189,305,202,109.0,605952.0,173170.0,3.0
2190,305,202,80.0,452434.0,128345.0,4.0
2191,305,202,68.0,374012.0,106785.0,5.0
2192,305,202,53.0,291554.0,82781.0,6.0
2193,305,203,163.0,709105.0,208372.0,0.0
2194,305,203,180.0,787006.0,231075.0,1.0
2195,305,203,172.0,745875.0,219826.0,2.0
2196,305,203,191.0,857377.0,249796.0,3.0
2197,305,203,181.0,777317.0,228206.0,4.0
2198,305,203,119.0,535379.0,156835.0,5.0
2199,305,203,163.0,706552.0,208283.0,6.0
2200,305,204,33.0,209745.0,61384.0,0.0
2201,305,204,72.0,461102.0,134295.0,1.0
2202,305,204,69.0,432382.0,125673.0,2.0
2203,305,204,69.0,420417.0,122357.0,3.0
2204,305,204,59.0,368711.0,106718.0,4.0
2205,305,204,51.0,316576.0,92175.0,5.0
2206,305,204,29.0,176905.0,52030.0,6.0
2207,305,301,1885.0,5874943.0,1500532.0,0.0
2208,305,301,2606.0,7850455.0,2008154.0,1.0
2209,305,301,2938.0,8954938.0,2294418.0,2.0
2210,305,301,3002.0,9104427.0,2329697.0,3.0
2211,305,301,2758.0,8464247.0,2166058.0,4.0
2212,305,301,2551.0,7663485.0,1960940.0,5.0
2213,305,301,2557.0,7860110.0,2008250.0,6.0
2214,305,302,809.0,2309022.0,677291.0,0.0
2215,305,302,965.0,2675868.0,781832.0,1.0
2216,305,302,1035.0,2893645.0,846993.0,2.0
2217,305,302,1030.0,2892303.0,848348.0,3.0
2218,305,302,969.0,2724305.0,794410.0,4.0
2219,305,302,866.0,2430140.0,712175.0,5.0
2220,305,302,950.0,2664906.0,782492.0,6.0
2221,305,303,1928.0,3817789.0,1108650.0,0.0
2222,305,303,2395.0,4925603.0,1424052.0,1.0
2223,305,303,2550.0,5171779.0,1500659.0,2.0
2224,305,303,2488.0,5115840.0,1475880.0,3.0
2225,305,303,2456.0,5060729.0,1457900.0,4.0
2226,305,303,2003.0,4022564.0,1168181.0,5.0
2227,305,303,1894.0,3888982.0,1128523.0,6.0
2228,305,304,1002.0,2094495.0,631689.0,0.0
2229,305,304,2081.0,4546196.0,1395896.0,1.0
2230,305,304,2218.0,4739231.0,1454052.0,2.0
2231,305,304,2278.0,4820837.0,1483627.0,3.0
2232,305,304,2291.0,4912661.0,1508629.0,4.0
2233,305,304,2015.0,4312263.0,1326652.0,5.0
2234,305,304,1146.0,2391021.0,724563.0,6.0
2235,305,305,5873.0,6691954.0,1933110.0,0.0
2236,305,305,7088.0,8372578.0,2416746.0,1.0
2237,305,305,7213.0,8643420.0,2487200.0,2.0
2238,305,305,7631.0,9078185.0,2625279.0,3.0
2239,305,305,7168.0,8527857.0,2464247.0,4.0
2240,305,305,6389.0,7546881.0,2175215.0,5.0
2241,305,305,6401.0,7330383.0,2110097.0,6.0
2242,305,401,140.0,394284.0,124738.0,0.0
2243,305,401,128.0,336008.0,105803.0,1.0
2244,305,401,141.0,391460.0,123245.0,2.0
2245,305,401,148.0,410016.0,129174.0,3.0
2246,305,401,136.0,380062.0,119998.0,4.0
2247,305,401,114.0,312244.0,98411.0,5.0
2248,305,401,119.0,323591.0,102010.0,6.0
2249,305,402,47.0,183038.0,56057.0,0.0
2250,305,402,25.0,93037.0,28397.0,1.0
2251,305,402,29.0,104956.0,31908.0,2.0
2252,305,402,31.0,122179.0,37181.0,3.0
2253,305,402,31.0,123422.0,37880.0,4.0
2254,305,402,29.0,102344.0,31303.0,5.0
2255,305,402,33.0,124658.0,37849.0,6.0
2256,305,404,793.0,1800895.0,538945.0,0.0
2257,305,404,974.0,2143821.0,636510.0,1.0
2258,305,404,928.0,2033855.0,600110.0,2.0
2259,305,404,1020.0,2200634.0,654970.0,3.0
2260,305,404,1072.0,2271388.0,668239.0,4.0
2261,305,404,864.0,1842003.0,547632.0,5.0
2262,305,404,787.0,1740275.0,519093.0,6.0
2263,305,501,948.0,3269483.0,907412.0,0.0
2264,305,501,1112.0,4018247.0,1115365.0,1.0
2265,305,501,1120.0,4037191.0,1121241.0,2.0
2266,305,501,1175.0,4167448.0,1158365.0,3.0
2267,305,501,1067.0,3742413.0,1037942.0,4.0
2268,305,501,915.0,3178058.0,885366.0,5.0
2269,305,501,806.0,2680880.0,749040.0,6.0
2270,305,601,90.0,409167.0,106915.0,0.0
2271,305,601,58.0,262231.0,68594.0,1.0
2272,305,601,62.0,284526.0,74587.0,2.0
2273,305,601,53.0,245303.0,64329.0,3.0
2274,305,601,65.0,300945.0,78365.0,4.0
2275,305,601,53.0,228769.0,59485.0,5.0
2276,305,601,99.0,443994.0,115950.0,6.0
2277,305,602,123.0,754346.0,206324.0,0.0
2278,305,602,133.0,813569.0,220593.0,1.0
2279,305,602,100.0,619917.0,167131.0,2.0
2280,305,602,113.0,692718.0,188201.0,3.0
2281,305,602,107.0,645509.0,174739.0,4.0
2282,305,602,86.0,521730.0,141278.0,5.0
2283,305,602,107.0,650499.0,176302.0,6.0
2284,305,603,3.0,26745.0,7135.0,0.0
2285,305,603,4.0,35232.0,9671.0,1.0
2286,305,603,5.0,48391.0,13128.0,2.0
2287,305,603,8.0,74924.0,20226.0,3.0
2288,305,603,3.0,30456.0,8374.0,4.0
2289,305,603,1.0,8133.0,2180.0,5.0
2290,305,603,2.0,16527.0,4480.0,6.0
2291,305,701,26.0,201974.0,54564.0,0.0
2292,305,701,22.0,182238.0,49183.0,1.0
2293,305,701,25.0,202041.0,54605.0,2.0
2294,305,701,21.0,167063.0,45013.0,3.0
2295,305,701,22.0,173224.0,46904.0,4.0
2296,305,701,24.0,196030.0,52329.0,5.0
2297,305,701,16.0,129751.0,34956.0,6.0
2298,305,702,13.0,83852.0,24109.0,0.0
2299,305,702,20.0,146818.0,41700.0,1.0
2300,305,702,9.0,64225.0,18209.0,2.0
2301,305,702,17.0,121530.0,34289.0,3.0
2302,305,702,15.0,110051.0,30847.0,4.0
2303,305,702,13.0,86272.0,24571.0,5.0
2304,305,702,21.0,152495.0,43145.0,6.0
2305,401,000,2.0,15028.0,3768.0,0.0
2306,401,000,4.0,33512.0,8636.0,1.0
2307,401,000,4.0,33887.0,8508.0,2.0
2308,401,000,10.0,78380.0,20029.0,3.0
2309,401,000,5.0,40435.0,10073.0,4.0
2310,401,000,9.0,68570.0,17168.0,5.0
2311,401,000,2.0,18948.0,4904.0,6.0
2312,401,101,8.0,58691.0,15883.0,0.0
2313,401,101,21.0,156349.0,42180.0,1.0
2314,401,101,17.0,126439.0,34232.0,2.0
2315,401,101,19.0,141746.0,38077.0,3.0
2316,401,101,23.0,167930.0,45554.0,4.0
2317,401,101,19.0,140537.0,38180.0,5.0
2318,401,101,12.0,91270.0,24595.0,6.0
2319,401,102,2.0,16873.0,4607.0,0.0
2320,401,102,1.0,8845.0,2418.0,1.0
2321,401,102,3.0,25370.0,6830.0,3.0
2322,401,102,2.0,16753.0,4499.0,4.0
2323,401,102,2.0,17381.0,4734.0,5.0
2324,401,102,3.0,27222.0,7380.0,6.0
2325,401,103,17.0,118920.0,32961.0,0.0
2326,401,103,20.0,146522.0,40601.0,1.0
2327,401,103,16.0,113651.0,31621.0,2.0
2328,401,103,17.0,126006.0,34671.0,3.0
2329,401,103,23.0,165418.0,45569.0,4.0
2330,401,103,17.0,119337.0,32845.0,5.0
2331,401,103,22.0,165246.0,45932.0,6.0
2332,401,104,38.0,206136.0,58155.0,0.0
2333,401,104,43.0,224832.0,64218.0,1.0
2334,401,104,52.0,271062.0,78290.0,2.0
2335,401,104,55.0,291517.0,83287.0,3.0
2336,401,104,33.0,174421.0,50026.0,4.0
2337,401,104,43.0,233308.0,65499.0,5.0
2338,401,104,46.0,239758.0,69015.0,6.0
2339,401,105,1.0,10329.0,2787.0,0.0
2340,401,105,2.0,19545.0,5187.0,1.0
2341,401,105,1.0,9841.0,2573.0,2.0
2342,401,201,32.0,146272.0,39121.0,0.0
2343,401,201,74.0,348930.0,92885.0,1.0
2344,401,201,51.0,228772.0,60555.0,2.0
2345,401,201,45.0,201504.0,53041.0,3.0
2346,401,201,28.0,127222.0,33668.0,4.0
2347,401,201,31.0,144186.0,38189.0,5.0
2348,401,201,29.0,127344.0,33706.0,6.0
2349,401,202,10.0,49463.0,13277.0,0.0
2350,401,202,8.0,41538.0,11120.0,1.0
2351,401,202,6.0,32508.0,8588.0,2.0
2352,401,202,7.0,35695.0,9491.0,3.0
2353,401,202,6.0,30738.0,8109.0,4.0
2354,401,202,3.0,17842.0,4639.0,5.0
2355,401,202,5.0,28727.0,7526.0,6.0
2356,401,203,123.0,349745.0,92478.0,0.0
2357,401,203,105.0,303976.0,80376.0,1.0
2358,401,203,110.0,305600.0,80345.0,2.0
2359,401,203,106.0,297904.0,78725.0,3.0
2360,401,203,112.0,317493.0,83670.0,4.0
2361,401,203,85.0,247663.0,65080.0,5.0
2362,401,203,93.0,260378.0,68319.0,6.0
2363,401,204,24.0,111057.0,29208.0,0.0
2364,401,204,23.0,98701.0,25705.0,1.0
2365,401,204,31.0,139458.0,36388.0,2.0
2366,401,204,41.0,178790.0,46795.0,3.0
2367,401,204,31.0,133665.0,34794.0,4.0
2368,401,204,21.0,89317.0,23374.0,5.0
2369,401,204,11.0,51744.0,13651.0,6.0
2370,401,301,17.0,109072.0,29234.0,0.0
2371,401,301,9.0,58898.0,15480.0,1.0
2372,401,301,12.0,74764.0,20228.0,2.0
2373,401,301,16.0,103019.0,27505.0,3.0
2374,401,301,15.0,95164.0,25189.0,4.0
2375,401,301,20.0,125892.0,33548.0,5.0
2376,401,301,14.0,90232.0,23866.0,6.0
2377,401,302,16.0,93383.0,24894.0,0.0
2378,401,302,23.0,130332.0,34948.0,1.0
2379,401,302,19.0,109773.0,29211.0,2.0
2380,401,302,21.0,119111.0,31779.0,3.0
2381,401,302,22.0,127106.0,33963.0,4.0
2382,401,302,13.0,73460.0,19727.0,5.0
2383,401,302,18.0,101685.0,27405.0,6.0
2384,401,303,42.0,211656.0,57061.0,0.0
2385,401,303,54.0,270895.0,72981.0,1.0
2386,401,303,53.0,265036.0,71658.0,2.0
2387,401,303,29.0,146988.0,39309.0,3.0
2388,401,303,53.0,271117.0,73059.0,4.0
2389,401,303,42.0,214797.0,58206.0,5.0
2390,401,303,41.0,206000.0,55307.0,6.0
2391,401,304,63.0,234277.0,69557.0,0.0
2392,401,304,67.0,251324.0,73500.0,1.0
2393,401,304,73.0,279226.0,81818.0,2.0
2394,401,304,81.0,307740.0,89854.0,3.0
2395,401,304,81.0,307138.0,90601.0,4.0
2396,401,304,52.0,196814.0,58881.0,5.0
2397,401,304,67.0,251483.0,73953.0,6.0
2398,401,305,101.0,298919.0,85395.0,0.0
2399,401,305,123.0,366245.0,105528.0,1.0
2400,401,305,120.0,352669.0,101284.0,2.0
2401,401,305,132.0,378572.0,109065.0,3.0
2402,401,305,141.0,377774.0,110202.0,4.0
2403,401,305,112.0,310735.0,90287.0,5.0
2404,401,305,97.0,268269.0,77560.0,6.0
2405,401,401,101.0,37083.0,11449.0,0.0
2406,401,401,124.0,45805.0,14235.0,1.0
2407,401,401,97.0,36187.0,10777.0,2.0
2408,401,401,139.0,47664.0,14288.0,3.0
2409,401,401,124.0,53080.0,16204.0,4.0
2410,401,401,110.0,41491.0,12609.0,5.0
2411,401,401,104.0,40183.0,12701.0,6.0
2412,401,402,68.0,80059.0,23089.0,0.0
2413,401,402,76.0,93476.0,27040.0,1.0
2414,401,402,69.0,87054.0,25225.0,2.0
2415,401,402,71.0,86863.0,25118.0,3.0
2416,401,402,68.0,84460.0,24448.0,4.0
2417,401,402,57.0,69618.0,20129.0,5.0
2418,401,402,59.0,71383.0,20626.0,6.0
2419,401,404,186.0,419207.0,124101.0,0.0
2420,401,404,191.0,427915.0,124559.0,1.0
2421,401,404,179.0,422510.0,124121.0,2.0
2422,401,404,178.0,409511.0,120266.0,3.0
2423,401,404,170.0,387672.0,113140.0,4.0
2424,401,404,165.0,391739.0,114431.0,5.0
2425,401,404,164.0,389266.0,114096.0,6.0
2426,401,501,17.0,91002.0,25554.0,0.0
2427,401,501,20.0,115324.0,33184.0,1.0
2428,401,501,19.0,115561.0,32489.0,2.0
2429,401,501,16.0,94557.0,26056.0,3.0
2430,401,501,18.0,106405.0,29653.0,4.0
2431,401,501,12.0,70650.0,19877.0,5.0
2432,401,501,6.0,36499.0,10121.0,6.0
2433,401,601,1.0,7549.0,2112.0,3.0
2434,401,601,1.0,7819.0,2138.0,6.0
2435,401,602,3.0,26407.0,7341.0,0.0
2436,401,602,2.0,19412.0,5506.0,1.0
2437,401,602,3.0,29118.0,8259.0,2.0
2438,401,602,5.0,50491.0,14159.0,3.0
2439,401,602,8.0,75187.0,21150.0,4.0
2440,401,602,7.0,67157.0,18648.0,5.0
2441,401,602,5.0,44705.0,12645.0,6.0
2442,401,603,1.0,12157.0,3341.0,0.0
2443,401,701,1.0,9436.0,2618.0,0.0
2444,401,701,1.0,9436.0,2618.0,1.0
2445,401,701,1.0,12371.0,3404.0,2.0
2446,401,701,1.0,9436.0,2618.0,4.0
2447,401,702,2.0,20089.0,5814.0,1.0
2448,401,702,1.0,10269.0,2907.0,6.0
2449,402,000,1.0,9061.0,2399.0,0.0
2450,402,000,3.0,20956.0,5620.0,1.0
2451,402,000,4.0,34840.0,9313.0,2.0
2452,402,000,2.0,14573.0,3830.0,3.0
2453,402,000,2.0,13618.0,3608.0,5.0
2454,402,000,1.0,6278.0,1669.0,6.0
2455,402,101,4.0,34640.0,9305.0,0.0
2456,402,101,4.0,35288.0,9476.0,1.0
2457,402,101,2.0,17090.0,4550.0,2.0
2458,402,101,3.0,25296.0,6804.0,3.0
2459,402,101,3.0,25197.0,6797.0,5.0
2460,402,101,1.0,8326.0,2261.0,6.0
2461,402,102,4.0,38904.0,10697.0,0.0
2462,402,102,3.0,28866.0,7760.0,3.0
2463,402,102,1.0,9137.0,2478.0,5.0
2464,402,103,3.0,24892.0,6634.0,1.0
2465,402,103,5.0,38549.0,10565.0,2.0
2466,402,103,3.0,25285.0,6812.0,3.0
2467,402,103,6.0,51226.0,14113.0,4.0
2468,402,103,4.0,34621.0,9403.0,6.0
2469,402,104,12.0,84105.0,21918.0,0.0
2470,402,104,13.0,88846.0,23895.0,1.0
2471,402,104,12.0,76287.0,21281.0,2.0
2472,402,104,11.0,80529.0,20645.0,3.0
2473,402,104,10.0,64401.0,18072.0,4.0
2474,402,104,14.0,96278.0,25693.0,5.0
2475,402,104,19.0,133726.0,34590.0,6.0
2476,402,201,19.0,106210.0,26846.0,0.0
2477,402,201,11.0,64943.0,16642.0,1.0
2478,402,201,11.0,60761.0,15147.0,2.0
2479,402,201,12.0,65952.0,16670.0,3.0
2480,402,201,16.0,88154.0,21941.0,4.0
2481,402,201,13.0,68812.0,17181.0,5.0
2482,402,201,18.0,111749.0,28319.0,6.0
2483,402,202,1.0,5615.0,1422.0,0.0
2484,402,202,7.0,44452.0,11035.0,1.0
2485,402,202,3.0,17650.0,4525.0,2.0
2486,402,202,3.0,18003.0,4584.0,3.0
2487,402,202,6.0,35537.0,8991.0,4.0
2488,402,202,1.0,6181.0,1609.0,5.0
2489,402,202,10.0,67066.0,16800.0,6.0
2490,402,203,46.0,150493.0,38748.0,0.0
2491,402,203,41.0,125481.0,33002.0,1.0
2492,402,203,49.0,152221.0,39627.0,2.0
2493,402,203,42.0,134031.0,35036.0,3.0
2494,402,203,46.0,140146.0,36327.0,4.0
2495,402,203,47.0,140457.0,36472.0,5.0
2496,402,203,25.0,81374.0,20930.0,6.0
2497,402,204,7.0,35321.0,9219.0,0.0
2498,402,204,1.0,5019.0,1291.0,1.0
2499,402,204,5.0,24740.0,6432.0,2.0
2500,402,204,7.0,35197.0,9240.0,3.0
2501,402,204,4.0,20076.0,5164.0,4.0
2502,402,204,2.0,10521.0,2922.0,5.0
2503,402,204,3.0,14516.0,3805.0,6.0
2504,402,301,2.0,14897.0,3997.0,0.0
2505,402,301,4.0,30334.0,8102.0,1.0
2506,402,301,3.0,22233.0,5917.0,2.0
2507,402,301,2.0,15278.0,4082.0,3.0
2508,402,301,1.0,7207.0,1947.0,4.0
2509,402,301,2.0,15218.0,4050.0,5.0
2510,402,301,2.0,14465.0,3903.0,6.0
2511,402,302,6.0,40645.0,10916.0,0.0
2512,402,302,5.0,34711.0,9308.0,1.0
2513,402,302,5.0,32892.0,8832.0,2.0
2514,402,302,4.0,26257.0,7073.0,3.0
2515,402,302,4.0,27021.0,7239.0,4.0
2516,402,302,6.0,40437.0,10836.0,5.0
2517,402,302,3.0,19476.0,5235.0,6.0
2518,402,303,15.0,91355.0,24618.0,0.0
2519,402,303,18.0,108758.0,29554.0,1.0
2520,402,303,17.0,106012.0,28521.0,2.0
2521,402,303,14.0,84830.0,23156.0,3.0
2522,402,303,14.0,85430.0,23426.0,4.0
2523,402,303,13.0,78794.0,21317.0,5.0
2524,402,303,10.0,61747.0,16411.0,6.0
2525,402,304,28.0,135598.0,37918.0,0.0
2526,402,304,23.0,108888.0,32157.0,1.0
2527,402,304,16.0,76413.0,22230.0,2.0
2528,402,304,21.0,101902.0,29315.0,3.0
2529,402,304,26.0,125180.0,36094.0,4.0
2530,402,304,31.0,148524.0,42048.0,5.0
2531,402,304,23.0,108883.0,31262.0,6.0
2532,402,305,36.0,139503.0,39405.0,0.0
2533,402,305,32.0,119925.0,34113.0,1.0
2534,402,305,33.0,134857.0,37877.0,2.0
2535,402,305,22.0,87184.0,24649.0,3.0
2536,402,305,21.0,88574.0,24725.0,4.0
2537,402,305,24.0,96095.0,27058.0,5.0
2538,402,305,33.0,126403.0,35823.0,6.0
2539,402,401,43.0,50108.0,15089.0,0.0
2540,402,401,48.0,59208.0,17556.0,1.0
2541,402,401,40.0,48830.0,14519.0,2.0
2542,402,401,50.0,63460.0,18676.0,3.0
2543,402,401,49.0,58784.0,17561.0,4.0
2544,402,401,48.0,57168.0,17112.0,5.0
2545,402,401,46.0,55466.0,16547.0,6.0
2546,402,402,21.0,0.0,0.0,0.0
2547,402,402,11.0,0.0,0.0,1.0
2548,402,402,16.0,0.0,0.0,2.0
2549,402,402,13.0,0.0,0.0,3.0
2550,402,402,14.0,0.0,0.0,4.0
2551,402,402,15.0,0.0,0.0,5.0
2552,402,402,20.0,0.0,0.0,6.0
2553,402,404,64.0,170391.0,48677.0,0.0
2554,402,404,32.0,83653.0,23698.0,1.0
2555,402,404,31.0,85995.0,24390.0,2.0
2556,402,404,43.0,117448.0,33420.0,3.0
2557,402,404,23.0,67079.0,18934.0,4.0
2558,402,404,33.0,97617.0,27288.0,5.0
2559,402,404,51.0,143854.0,41138.0,6.0
2560,402,501,5.0,28524.0,8071.0,0.0
2561,402,501,5.0,30194.0,8309.0,1.0
2562,402,501,4.0,25683.0,6760.0,2.0
2563,402,501,1.0,6137.0,1695.0,3.0
2564,402,501,2.0,11783.0,3224.0,5.0
2565,402,501,3.0,19704.0,5387.0,6.0
2566,402,702,1.0,10021.0,2700.0,2.0
2567,402,702,1.0,10021.0,2700.0,5.0
2568,404,000,2.0,19980.0,5091.0,0.0
2569,404,000,3.0,29562.0,8044.0,1.0
2570,404,000,3.0,29263.0,7553.0,2.0
2571,404,000,2.0,19265.0,5011.0,3.0
2572,404,000,2.0,17112.0,4482.0,4.0
2573,404,000,2.0,19222.0,5424.0,5.0
2574,404,000,8.0,81050.0,21119.0,6.0
2575,404,101,25.0,189384.0,49698.0,0.0
2576,404,101,51.0,407514.0,106107.0,1.0
2577,404,101,56.0,447822.0,116900.0,2.0
2578,404,101,49.0,384449.0,100478.0,3.0
2579,404,101,48.0,382755.0,99422.0,4.0
2580,404,101,54.0,428000.0,111261.0,5.0
2581,404,101,31.0,243628.0,63961.0,6.0
2582,404,102,6.0,54572.0,14354.0,0.0
2583,404,102,3.0,27341.0,7297.0,1.0
2584,404,102,5.0,44996.0,11679.0,3.0
2585,404,102,1.0,7605.0,2054.0,4.0
2586,404,102,3.0,25699.0,6677.0,5.0
2587,404,102,1.0,9081.0,2299.0,6.0
2588,404,103,24.0,192689.0,51643.0,0.0
2589,404,103,26.0,206118.0,54656.0,1.0
2590,404,103,23.0,181568.0,48363.0,2.0
2591,404,103,33.0,256825.0,69803.0,3.0
2592,404,103,28.0,217763.0,57516.0,4.0
2593,404,103,28.0,212085.0,55993.0,5.0
2594,404,103,25.0,190124.0,50819.0,6.0
2595,404,104,44.0,270154.0,72352.0,0.0
2596,404,104,27.0,173704.0,46329.0,1.0
2597,404,104,53.0,343346.0,91693.0,2.0
2598,404,104,34.0,208257.0,55954.0,3.0
2599,404,104,33.0,209397.0,56254.0,4.0
2600,404,104,27.0,176398.0,46831.0,5.0
2601,404,104,44.0,276742.0,74525.0,6.0
2602,404,105,1.0,11078.0,2903.0,2.0
2603,404,201,15.0,95004.0,26672.0,0.0
2604,404,201,55.0,349093.0,95655.0,1.0
2605,404,201,44.0,281212.0,77112.0,2.0
2606,404,201,47.0,291663.0,80051.0,3.0
2607,404,201,48.0,296182.0,81627.0,4.0
2608,404,201,35.0,217120.0,59330.0,5.0
2609,404,201,25.0,151408.0,41558.0,6.0
2610,404,202,16.0,114416.0,30898.0,0.0
2611,404,202,18.0,125219.0,33680.0,1.0
2612,404,202,21.0,147580.0,39634.0,2.0
2613,404,202,17.0,119583.0,32278.0,3.0
2614,404,202,6.0,41141.0,11355.0,4.0
2615,404,202,7.0,50157.0,13449.0,5.0
2616,404,202,10.0,71029.0,19536.0,6.0
2617,404,203,99.0,480707.0,135290.0,0.0
2618,404,203,73.0,365067.0,102294.0,1.0
2619,404,203,72.0,351776.0,97267.0,2.0
2620,404,203,82.0,402122.0,111423.0,3.0
2621,404,203,79.0,372699.0,104063.0,4.0
2622,404,203,67.0,322724.0,89127.0,5.0
2623,404,203,79.0,387660.0,106283.0,6.0
2624,404,204,9.0,59831.0,16878.0,0.0
