Feature,Importance
base_to_comp_distance,0.0580597112591712
base_primary_school_pupils,0.0036596502069635717
comp_libraries,0.0027093509894711154
base_cafes_bars,0.0023262888478670085
base_business_bldgs,0.0022985713887531123
base_primary_schools,0.0022886706074242147
base_total_pop,0.002197593334688719
base_floorarea_ha,0.0021339048697412988
base_pop_km2,0.002129571443980627
base_public_bldgs,0.002113324321690424
base_voted_KOK,0.002103718525044207
base_median_fam_income,0.002103697066189958
base_industrial_bldgs,0.0020968489379556976
base_voted_RKP,0.0020965263983030447
base_voted_SDP,0.0020919971429131934
base_homes,0.0020901704964745305
base_voted_VIHR,0.0020711988910633305
comp_health_stations,0.002026815593978659
base_playgrounds,0.002004770260016109
base_retail_jobs,0.002003794239225587
comp_playgrounds,0.002002260314459936
base_manufacture_jobs,0.0019792447659283674
base_ages_65,0.0019771344073071795
base_unemployment,0.0019647078924011074
base_forest_ha,0.001963486034698647
base_ages_40_64,0.0019392256128039076
base_middle_schools,0.0019340150496336417
base_health_stations,0.0019244219925774741
base_people_on_social_assistance,0.0019039426700497852
base_ages_7_15,0.0018726819518168902
base_avg_pers_income,0.00182954642893296
base_ages_16_18,0.0018169191956881603
base_high_schools,0.0018066740776639945
base_voted_VASL,0.00174987913475122
base_ages_0_6,0.0017424351294026419
base_floorarea_housing_condo,0.0017118097103258068
base_business_jobs,0.0017108250413944148
base_ages_25_39,0.0017035146983435112
base_ages_19_24,0.0016939178845455372
base_daycares,0.0016115978511115348
base_sports_halls,0.0015991745893378928
base_floorarea_business,0.001577748994884276
base_middle_school_pupils,0.0015243549028257641
base_floorarea_industrial,0.0015142111392532076
comp_high_schools,0.0014901223968222244
base_floorarea_other,0.0014836541560729888
base_floorarea_public,0.0014714033613544286
base_voted_PS,0.0014609845399098376
base_floorarea_housing_house,0.0014529006220053153
base_apothecaries,0.001450674197691293
base_voted_other,0.0014424027232221581
base_high_school_students,0.001428225780258141
base_transport_jobs,0.0014229603349751319
base_public_jobs,0.001407749808565839
comp_primary_school_pupils,0.0013938277781472275
comp_high_school_students,0.0013403119048972512
base_churches,0.0013331691641395027
comp_daycares,0.001331296948875793
base_employment_km2,0.0013095796642805801
base_special_schools,0.0013006031640580007
comp_business_jobs,0.0012407554345186256
comp_middle_school_pupils,0.0011781104401096254
comp_public_bldgs,0.0011779748493627729
comp_employment_km2,0.0011749109696315152
comp_homes,0.0011738795391450507
comp_public_jobs,0.0011730350759735497
base_special_school_pupils,0.0011712793693373635
base_grocery_shops,0.0011473613579503494
comp_business_bldgs,0.0011191568541411012
comp_floorarea_ha,0.0011005635331542418
comp_floorarea_housing_house,0.0010984954217876375
comp_industrial_bldgs,0.0010961474087169965
comp_special_school_pupils,0.0010607524122978607
comp_special_schools,0.001057970592253099
comp_floorarea_public,0.0010265398783962931
comp_floorarea_industrial,0.0010230825229315954
comp_floorarea_business,0.001008637596796147
comp_floorarea_housing_condo,0.0010022807714928916
base_restaurants,0.000993091419580483
base_sports_fields,0.0009779159908853696
comp_middle_schools,0.00097558486295235
