Feature,Importance
base_to_comp_distance,0.07503934727461314
comp_homes,0.0027898334241891476
comp_primary_schools,0.0027748319643743358
comp_public_bldgs,0.0027568366504522324
comp_floorarea_ha,0.002741321511663952
comp_retail_jobs,0.0026877905949195258
comp_ages_16_18,0.0026797946706142994
comp_industrial_bldgs,0.002664241359766617
comp_ages_65,0.0026513591751695653
comp_ages_19_24,0.0026463617615144486
comp_people_on_social_assistance,0.0025824826168884263
comp_median_fam_income,0.0025802539412602687
comp_avg_pers_income,0.002560817415979133
comp_ages_25_39,0.002524332315984479
comp_employment_km2,0.002513225164118671
comp_ages_7_15,0.0025106083704149462
comp_manufacture_jobs,0.002461352582503129
comp_ages_40_64,0.0024523360005611616
comp_unemployment,0.0024401606589655733
comp_public_jobs,0.0024163531348506684
comp_primary_school_pupils,0.0022829043665084647
comp_floorarea_industrial,0.002211039098893086
base_swim_beaches,0.002208441811552997
comp_floorarea_other,0.0022035198065344375
comp_floorarea_housing_condo,0.0021792523381369833
comp_daycares,0.002153591807793731
comp_floorarea_business,0.002144915275329562
comp_floorarea_housing_house,0.0021310891770400797
comp_floorarea_public,0.0021268796653224342
comp_business_jobs,0.002061559404583524
comp_ages_0_6,0.0019775275521163316
comp_business_bldgs,0.0019427184207971848
comp_pop_km2,0.0019044272761031822
comp_middle_schools,0.0018588571507460738
base_business_jobs,0.0017256264911017505
comp_total_pop,0.0016560449685539824
base_transport_jobs,0.0016204458223491036
comp_transport_jobs,0.0015401324361872248
base_unemployment,0.0015176778628300802
base_avg_pers_income,0.0014503411665919286
base_voted_PS,0.0014354302112322692
base_manufacture_jobs,0.0014042294179039683
base_median_fam_income,0.0013533983417249873
comp_middle_school_pupils,0.0013430571007716496
base_public_jobs,0.00134243514426291
base_retail_jobs,0.001333420157850207
base_ages_65,0.0013202493251858183
base_employment_km2,0.0013195866957241842
base_voted_RKP,0.0012930393464002377
base_people_on_social_assistance,0.0012926633224363826
base_public_bldgs,0.001261513117068458
base_industrial_bldgs,0.001253633896594275
base_business_bldgs,0.0012203407260199528
base_voted_VASL,0.0012005348098577118
base_voted_other,0.0011634283554859959
comp_high_school_students,0.0011537843998868924
base_total_pop,0.0011213524669508868
comp_special_school_pupils,0.0010340969437808711
base_floorarea_housing_house,0.0009856358018968114
base_floorarea_ha,0.0009476122315565938
base_ages_7_15,0.0009407497165746515
base_floorarea_housing_condo,0.0009163631760271684
base_floorarea_business,0.0008816968194220731
base_ages_0_6,0.0008142542672735509
base_homes,0.0007988619085160797
base_ages_16_18,0.0007928170800540757
base_daycares,0.000726178136376765
base_voted_VIHR,0.0007128872960993071
base_voted_KOK,0.0006684436687832696
comp_special_schools,0.000648491838378229
base_pop_km2,0.0006165589067461674
base_voted_SDP,0.0005762203847596847
comp_high_schools,0.0005535083990634293
base_ages_40_64,0.00044528811921595857
base_ages_19_24,0.000342141281743924
comp_swim_beaches,0.00031845477175529435
base_churches,0.0003102256140951054
base_other_retail,0.00028749064539213
comp_health_stations,0.0002732813187652505
base_swimming_halls,0.00023675083538865493
base_restaurants,0.00021344907260334445
base_ages_25_39,0.00019671807956445075
base_primary_schools,0.00018454685060764753
base_floorarea_other,0.00015693662493443394
base_grocery_shops,0.00014359964373178435
base_floorarea_public,2.5036913326226262e-05
comp_libraries,-8.505842021611087e-06
base_floorarea_industrial,-2.47869098285447e-05
base_parks_ha,-8.796667073895925e-05
base_primary_school_pupils,-0.0001041147128278963
base_special_schools,-0.00010964406998237308
base_forest_ha,-0.00012175519995294426
base_cafes_bars,-0.00019645368729526158
base_alkos,-0.0002539092039074431
base_middle_schools,-0.0003416277596550721
base_special_school_pupils,-0.00042395721412891163
comp_bike_stations,-0.0004966539825318472
comp_rides_in_fri_evening,-0.0004968148079887991
base_playgrounds,-0.0005000721830691335
base_middle_school_pupils,-0.0005085242600524342
base_post_offices,-0.000592213023311694
comp_restaurants,-0.0006325751793361256
comp_rides_out_tue_night,-0.0006707451848645407
comp_other_retail,-0.0006859118867829084
comp_rides_out_wed_evening,-0.0006884420782597989
comp_rides_out_mon_night,-0.000691872440305108
comp_rides_out_tue_morning,-0.000691872440305108
comp_rides_out_tue_evening,-0.0006920396918335125
comp_rides_out_wed_morning,-0.0006949927454253935
comp_rides_out_wed_day,-0.0006949927454253935
comp_alkos,-0.0006955423239701775
comp_rides_out_tue_day,-0.0006964763064174484
base_high_schools,-0.0006972783905444535
comp_voted_PS,-0.000701596375890956
comp_rides_in_wed_night,-0.0007034744225816736
comp_rides_out_thu_morning,-0.0007041747346003824
comp_rides_out_wed_night,-0.000706682169009154
comp_rides_in_thu_night,-0.0007092029283466417
comp_rides_in_fri_morning,-0.0007092029283466417
comp_rides_in_thu_evening,-0.0007097673410093597
comp_rides_in_thu_morning,-0.0007097673410093597
comp_rides_in_thu_day,-0.0007097673410093597
comp_rides_out_thu_evening,-0.0007154628733031521
comp_rides_in_fri_day,-0.0007181964481240977
comp_rides_out_thu_day,-0.0007205424209408839
comp_rides_out_sun_night,-0.0007215097464000619
comp_rides_out_sun_evening,-0.0007237708223640782
comp_rides_out_sun_morning,-0.0007237708223640782
comp_rides_out_sun_day,-0.0007237708223640782
comp_rides_in_sat_night,-0.0007298081248272581
comp_rides_out_mon_morning,-0.0007305533960797472
base_apothecaries,-0.0007333942808819272
comp_rides_out_mon_day,-0.000738483729171513
comp_rides_out_mon_evening,-0.0007411997219379796
comp_rides_in_sat_day,-0.0007455737961349351
comp_rides_in_sat_morning,-0.0007455737961349351
comp_rides_in_fri_night,-0.000745825941032674
comp_rides_in_sat_evening,-0.0007489440187121721
comp_voted_VASL,-0.0007834774302208913
comp_rides_in_tue_day,-0.0008084349389648748
comp_rides_in_mon_night,-0.0008187332897530153
comp_rides_in_sun_night,-0.0008190171121750245
comp_rides_in_tue_morning,-0.0008190446340676782
comp_rides_in_tue_night,-0.0008190901299283126
comp_rides_in_mon_morning,-0.0008192349889946104
comp_rides_in_mon_evening,-0.0008192349889946104
comp_rides_in_mon_day,-0.0008192349889946104
comp_rides_in_sun_evening,-0.0008192765851934292
comp_rides_in_sun_day,-0.0008192765851934292
comp_rides_in_sun_morning,-0.0008192765851934292
comp_rides_in_wed_morning,-0.0008201876061900704
comp_rides_in_wed_evening,-0.0008201876061900704
comp_rides_in_wed_day,-0.0008201876061900704
comp_rides_in_tue_evening,-0.0008207340404197128
base_sports_halls,-0.0008433969631571614
comp_rides_out_thu_night,-0.0008817152771042336
comp_forest_ha,-0.0008965036984878161
comp_parks_ha,-0.0009118091580984089
comp_rides_out_fri_morning,-0.0009119425080605925
comp_rides_out_fri_day,-0.0009119425080605925
comp_rides_out_sat_morning,-0.0009146600101560542
comp_rides_out_fri_evening,-0.0009146600101560542
base_high_school_students,-0.0009291588038679022
comp_sports_fields,-0.0009300157915823615
comp_cafes_bars,-0.0009392480561225547
comp_rides_out_sat_night,-0.0009510649317742148
comp_rides_out_sat_evening,-0.0009510649317742148
comp_rides_out_sat_day,-0.0009510649317742148
comp_rides_out_fri_night,-0.0009650393846996064
comp_voted_KOK,-0.0010121272671290704
comp_apothecaries,-0.0010135774022251853
comp_voted_other,-0.0010163832889259483
comp_grocery_shops,-0.0010164980078147812
base_sports_fields,-0.0010239687012955079
comp_post_offices,-0.0010404946009385796
comp_voted_SDP,-0.0010541335489016035
comp_voted_VIHR,-0.0010566214637154347
comp_sports_halls,-0.0011358523625819572
comp_churches,-0.0011927548320553871
comp_playgrounds,-0.0013944468972154622
base_health_stations,-0.0014161652695020566
base_libraries,-0.001538907821784452
comp_voted_RKP,-0.0016588699349600056
comp_swimming_halls,-0.0018408029421628225
