Feature,Importance
base_to_comp_distance,0.020775804003591913
base_public_bldgs,0.0062709138810559395
base_business_bldgs,0.006157474888746739
base_industrial_bldgs,0.0060817710569953665
base_homes,0.005913267470189165
base_total_pop,0.005906458933144121
base_floorarea_ha,0.005904165011093143
base_floorarea_housing_house,0.005875792600543495
base_ages_25_39,0.00552510153040997
base_employment_km2,0.005517707343899114
base_public_jobs,0.005516039543635665
base_floorarea_housing_condo,0.005494811403967459
base_business_jobs,0.00539535229774768
base_ages_40_64,0.00535457611946899
base_ages_65,0.005350803922232639
base_floorarea_business,0.0053173897331578734
base_people_on_social_assistance,0.005146186520135876
base_swimming_halls,0.005094169719134345
base_median_fam_income,0.0050280659520334225
base_unemployment,0.004920927440273282
base_ages_0_6,0.004905016895657588
base_transport_jobs,0.004833975043462058
base_pop_km2,0.004800495352439982
base_manufacture_jobs,0.004760499419394493
base_ages_16_18,0.004752395602757753
base_ages_7_15,0.004722099291468718
base_ages_19_24,0.004715705098774281
base_floorarea_industrial,0.004704503880686217
base_retail_jobs,0.004695461350997632
base_avg_pers_income,0.004589865898719125
base_floorarea_public,0.004430969420683106
base_sports_halls,0.004288182025276699
base_sports_fields,0.0039519245292739535
base_primary_schools,0.0036804360932454205
comp_libraries,0.0035258618036725364
base_libraries,0.003524322974495675
base_primary_school_pupils,0.0034561674742674686
base_floorarea_other,0.0033524011134977716
base_daycares,0.0032560926928478784
base_health_stations,0.003037964266747295
base_middle_school_pupils,0.003033432886940246
base_middle_schools,0.0025879120163155855
base_high_school_students,0.0025737077054489577
base_special_school_pupils,0.0025328693957875625
base_high_schools,0.0025136651965714796
base_special_schools,0.002510805344803857
comp_churches,0.002178031412795156
base_playgrounds,0.0020635682104079844
base_churches,0.001912407504272129
comp_sports_fields,0.0018140021124370964
comp_health_stations,0.0017817298710803842
comp_homes,0.00174781296935278
comp_playgrounds,0.0017187204172589565
comp_apothecaries,0.0015427105687578768
base_apothecaries,0.0015136260034384064
comp_post_offices,0.0015058296615859668
base_post_offices,0.0012739911582285712
comp_people_on_social_assistance,0.001242297728508479
comp_avg_pers_income,0.001175999201454725
comp_ages_7_15,0.0011638131717784939
comp_other_retail,0.0011325908848967003
base_alkos,0.0011317330165365735
comp_ages_65,0.0011285186648282153
comp_ages_40_64,0.0011235123107617984
comp_total_pop,0.001113845028054672
comp_swimming_halls,0.0010797409571844385
comp_ages_16_18,0.0010699612036344508
comp_median_fam_income,0.001065240404403367
comp_ages_0_6,0.0010525373952060546
comp_business_jobs,0.001031728437175805
comp_ages_25_39,0.0010316664000870057
comp_transport_jobs,0.0010106333526844757
comp_manufacture_jobs,0.0008938277162001684
comp_ages_19_24,0.0008666758230714278
comp_sports_halls,0.0007554821718599447
comp_pop_km2,0.0007464685308941066
comp_business_bldgs,0.0006985740242184679
comp_public_jobs,0.0006683650784492512
comp_unemployment,0.0005626749031649725
comp_employment_km2,0.0005491435993163485
comp_forest_ha,0.0005390289836888496
comp_high_schools,0.0005184741035311191
base_voted_PS,0.0004292131394323384
comp_alkos,0.0004229925593338679
comp_floorarea_public,0.00041165849765467666
base_voted_VIHR,0.0003637245307051007
base_voted_VASL,0.0003535456673631199
comp_floorarea_other,0.00034753744288118504
base_voted_RKP,0.00033426729144647727
comp_floorarea_industrial,0.000317076760788515
comp_retail_jobs,0.000289239053973267
comp_parks_ha,0.0002496607387348915
comp_cafes_bars,0.0002416618571666751
comp_middle_school_pupils,0.0002376780813891921
comp_rides_out_sat_night,0.00023523993218854677
comp_rides_out_sat_evening,0.00021478670746188921
comp_grocery_shops,0.0002042705976458281
comp_floorarea_business,0.0001972887830271608
base_voted_other,0.00018297516876775166
comp_floorarea_housing_condo,0.000168661653424107
comp_floorarea_housing_house,0.00015257351788955376
comp_daycares,0.0001488427007084736
comp_public_bldgs,0.00014133555093875927
comp_restaurants,0.00013400400343022145
base_voted_KOK,0.000126167966213675
comp_high_school_students,0.00011955862216583846
comp_floorarea_ha,0.0001160583199371068
comp_primary_schools,3.088613785551253e-05
comp_rides_out_sat_day,-2.185353089156905e-05
comp_rides_out_fri_night,-3.409298328937993e-05
comp_rides_out_sat_morning,-3.409298328937993e-05
comp_rides_out_fri_evening,-5.095671213162234e-05
comp_rides_out_tue_day,-0.00010778876028505469
comp_rides_out_tue_morning,-0.00010778876028505469
comp_rides_out_tue_night,-0.0001086564157108949
comp_rides_out_tue_evening,-0.00010915474071571118
comp_industrial_bldgs,-0.00011182902228423774
comp_rides_out_fri_morning,-0.00011554217562359526
comp_rides_out_thu_night,-0.00011554217562359526
comp_rides_out_thu_evening,-0.00011554217562359526
comp_rides_out_mon_day,-0.00011700396393721224
comp_rides_out_mon_morning,-0.00011700396393721224
comp_rides_out_mon_evening,-0.00011700396393721224
comp_rides_out_fri_day,-0.00011779822548507735
comp_bike_stations,-0.00012021275470852633
comp_rides_out_wed_morning,-0.00012778226595377973
comp_rides_out_wed_day,-0.00012779198761403432
comp_rides_out_wed_evening,-0.00012779198761403432
comp_rides_out_mon_night,-0.00012835973605851425
comp_rides_out_wed_night,-0.00013546472930359155
comp_rides_out_thu_morning,-0.0001357290188933602
comp_rides_out_thu_day,-0.00013667469479206051
comp_rides_in_tue_morning,-0.00014580672037389775
comp_rides_out_sun_night,-0.00017404250206931593
comp_rides_in_wed_evening,-0.00020591658200019847
comp_rides_out_sun_day,-0.0002130957943511369
comp_rides_out_sun_evening,-0.00021453970515372678
comp_rides_in_thu_day,-0.00022006186733636302
comp_rides_in_thu_morning,-0.000225027074116535
